sku,price,stock,condition,opc,gtin,date_last_created,product_title,category,"brand ID","brand name","GPSR Compliance Status","GPSR Non-Compliance Reason(s)","GPSR Last Check"
804980952065,0.00,0,New,PXXC69Q,804980952065,"2026-08-19 11:44:32","CLEARBLUE Pregnancy Test Double Check & Date - 2 Test Pack 1 Digital & 1 Visual",19509,12203,Clearblue,,,,,
757654311043,0.00,0,New,PXXRTV7,757654311043,"2026-08-20 13:36:23","Lenovo TDS 68CDKAC1UK 27 Inches",34679,1231921,"Lenovo TDS",,,,,
775809419659,0.00,0,New,PXXXRXF,775809419659,"2026-08-21 10:00:09","TCL 50C6K-UK 50 Inch 4K Ultra HD Smart TV Bluetooth WiFi",9357,140929,TCL,,,,,
775837400476,0.00,0,New,PXXXRXG,775837400476,"2026-08-21 10:00:12","TCL 43SF560-UK 43 Inch QLED Full HD Smart TV Bluetooth WiFi",14934,140929,TCL,,,,,
776405838578,0.00,0,New,PXXXSCW,776405838578,"2026-08-21 10:00:44","Kärcher WD2 Plus 12L Wet & Dry Vacuum Cleaner – Powerful Home & Garage 16280020",14931,17069,Kärcher,,,,,
777302292777,0.00,0,New,PXY8YMY,777302292777,"2026-08-22 03:56:24","Genuine Charging Cable Charger Lead for Apple iPhone 4,4S,3GS,iPod,iPad2&1",17606,274,Apple,,,,,
777829271590,0.00,0,New,PXY8YNC,777829271590,"2026-08-22 03:56:40","ESTÉE LAUDER Double Wear Zero Smudge Lengthening Mascara 9ml Full Size",19609,4201,"Estee Lauder",,,,,
778072025268,0.00,0,New,PXY8YNK,778072025268,"2026-08-22 03:56:55","Cards Against Humanity BLUE Box Expansion Pack New sealed uk fast post GAME Card",10857,127764,"Cards Against Humanity",,,,,
778116902630,0.00,0,New,PXY8YNQ,778116902630,"2026-08-22 03:56:57","Fast Micro USB Data Charger Cable for Samsung Galaxy J3 J5 2017 s6 s7 NOTE 3, 4",8503,82,Samsung,,,,,
778273618740,0.00,0,New,PXY8YNZ,778273618740,"2026-08-22 03:57:02","Huawei HB436486ECW Battery 4000mAh 15.3Wh For Huawei Mate 10 Pro / P20 Pro",8698,1449,Huawei,,,,,
778732780780,0.00,0,New,PXY8YQ5,778732780780,"2026-08-22 03:57:53","SLx 15m Camping Cable Reel 16A Blue Commando Plug 3 Socket IP44 LED Worklight",11687,5875,SLx,,,,,
781108422276,0.00,0,New,PXY8YTX,781108422276,"2026-08-22 03:59:47","Full HD DVB-S2 Free to Air Satellite Receiver Labgear VSAT02 With Remote Control",9357,5862,Labgear,,,,,
781908348462,0.00,0,New,PXY8YWH,781908348462,"2026-08-22 04:01:06","Classic Clock Crafts Quartz Round Clock Insert Numera Movement",4731,1,Unbranded,,,,,
782220255018,0.00,0,New,PXY8YWS,782220255018,"2026-08-22 04:03:23","C-Shaped Compact Sofa Side End Table Coffee Laptop Table Living Room Bedroom UK",28046,1,Unbranded,,,,,
785131427611,0.00,0,New,PXY8YZ6,785131427611,"2026-08-22 04:05:38","Cat Litter Box Enclosure with Cat Tree Tower, Hidden Cat Washroom Furniture",10176,1242781,ukuniversal365,,,,,
788353979203,0.00,0,New,PXYC2F9,788353979203,"2026-08-22 12:26:37","Dove Classic Fresh Roll On Anti-Perspirant Long Lasting Fragrance 50ml, 6 Pack",6342,5427,Dove,,,,,
788428562941,0.00,0,New,PXYC2FD,788428562941,"2026-08-22 12:26:50","12xDove Anti-Perspirant Men+Care Advanced Clean Comfort 72H Protection Deo,200ml",19575,5427,Dove,,,,,
805592683859,0.00,0,New,PXZ7D82,805592683859,"2026-08-25 00:07:57","Female Fertility Supplements Vitamins Trying to Conceive FertilWoman 30 Tablets",33005,1,Unbranded,,,,,
783099995371,0.00,0,New,PXZNPZT,783099995371,"2026-08-25 13:36:08","4-Tier LED Floor Lamp Modern Standing Storage Display Shelf Wooden Lounge Light",2579,1,Unbranded,,,,,
783285651760,0.00,0,New,PXZNQ2S,783285651760,"2026-08-25 13:36:12","Office Chair Computer Desk Chair Adjustable with Arms Wheels for Home Work Black",9382,1,Unbranded,,,,,
786576925946,0.00,0,New,PXZRFDK,786576925946,"2026-08-25 14:16:10","LED CEILING LAMP ROUND 18W ROTHER WATERPROOF BATHROOM KITCHEN WALL LIGHT",38245,1116022,Rother,,,,,
786723622957,0.00,0,New,PXZRFFX,786723622957,"2026-08-25 14:16:14","LED Panel Ceiling Light 58cm Flat Backlight Effect Living Room Neutral White",38245,62508,Briloner,,,,,
786793747246,0.00,0,New,PXZRFGN,786793747246,"2026-08-25 14:16:16","LED Ceiling Light Football Lamp Children's Room Kids Bedroom Neutral White",38245,62508,Briloner,,,,,
786882333985,0.00,0,New,PXZRFHW,786882333985,"2026-08-25 14:16:19","LED Panel Ceiling Light 100cm CCT Dimmable Lamp 24W Remote Control Hallway",38245,62508,Briloner,,,,,
787002975863,0.00,0,New,PXZRFKM,787002975863,"2026-08-25 14:16:21","LED Panel Ceiling Light Flat Backlight Effect Living Room Neutral White Light",38245,62508,Briloner,,,,,
787063726299,0.00,0,New,PXZRFQP,787063726299,"2026-08-25 14:16:36","LED Ceiling Light 12W 1200lm 4000K IP44 Starry Sky Bathroom Lamp Round White",38245,62508,Briloner,,,,,
787119092293,0.00,0,New,PXZRFRP,787119092293,"2026-08-25 14:16:43","LED Panel Bathroom Ceiling Light 100cm Dimmable Remote Control CCT IP44 White",38245,62508,Briloner,,,,,
787270935460,0.00,0,New,PXZRFSN,787270935460,"2026-08-25 14:16:48","LED Bathroom Ceiling Light IP44 Lamp Kitchen Motion Sensor Detector White",38245,62508,Briloner,,,,,
787336596307,0.00,0,New,PXZRFTW,787336596307,"2026-08-25 14:16:52","2 x LED Wall Light Rechargeable Reading Lamp Magnet Adjustable Spotlight White",17974,62508,Briloner,,,,,
787389017194,0.00,0,New,PXZRFVJ,787389017194,"2026-08-25 14:16:54","LED Wall Light CCT Rechargeable Reading Lamp Magnet Adjustable Spotlight Beige",17974,62508,Briloner,,,,,
787425290918,0.00,0,New,PXZRFWB,787425290918,"2026-08-25 14:16:55","LED Wall Light Rechargeable Reading Lamp Magnet Adjustable Spotlight CCT Black",17974,62508,Briloner,,,,,
787506104202,0.00,0,New,PXZRFWY,787506104202,"2026-08-25 14:16:57","LED Panel 98cm Ceiling Light Flat Indirect Light Hallway Kitchen Neutral White",38245,62508,Briloner,,,,,
708520581275,0.00,0,New,PXZXVCW,708520581275,"2026-08-26 08:16:50","Spigen EZ Fit [2 Pack] Screen Protector for Apple Watch Ultra 3/2/1 (49Mm) | 9H",11523,5625,Spigen,,,,,
709558372965,0.00,0,New,PXZXVKG,709558372965,"2026-08-26 08:18:06","3-Pack White E27 Ceiling Rose, E27 Lamp Holder, Bayonet Light Fitting for Ceilin",9656,1213703,ZeBQrphio,,,,,
709618016129,0.00,0,New,PXZXVKH,709618016129,"2026-08-26 08:18:10","Balsa Wood Sheets, 12 Pack 200X100X1Mm Thin Wood Sheets, Wood Board for DIY Craf",13199,807890,MOXYOY,,,,,
710091939775,0.00,0,New,PXZXVKR,710091939775,"2026-08-26 08:18:29","PROVOKE Hair Gloss High-Shine Coat Wonder Spray 200Ml, for Shine and Finish, Las",9823,11700,Provoke,,,,,
778602584999,0.00,0,New,PY25GXQ,778602584999,"2026-08-26 12:44:28","SLx Outdoor Aerial Antenna For Digital TV Freeview Signal Digi Dome Ariel Kit",16194,5875,SLx,,,,,
848492385379,0.00,0,New,PY5H26Z,848492385379,"2026-08-29 14:30:59","Ceiling Light Chic Lights Modern Kitchen Living Room Bedroom Lamp LED Dimmable",38245,1,Unbranded,,,,,
720287168520,0.00,0,New,PY5HQZ7,720287168520,"2026-08-29 15:11:57","1000W Omelette Maker Electric Non-Stick Deep Fill Dual Egg Cooker Pan UK Stock",6844,1,Unbranded,,,,,
737216534400,0.00,0,New,PY5ZSNP,737216534400,"2026-08-31 17:40:50","3-Head 74 LED Solar Security Light PIR Motion Sensor Outdoor Garden Flood Lamp",6608,1,Unbranded,,,,,
